## NVDA Price History
**NVDA** (NVIDIA Corporation, USD)
| date | close | volume |
| 2025-06-20 | 137.30 | 87,067,039 |
| 2025-06-27 | 130.74 | 202,598,647 |
| 2025-07-03 | 134.36 | 41,812,500 |
| 2025-07-11 | 142.10 | 52,134,812 |
| 2025-07-18 | 153.52 | 45,771,634 |
| 2025-07-25 | 158.80 | 57,972,341 |
| 2025-08-01 | 154.27 | 61,287,000 |
| 2025-08-08 | 186.96 | 62,657,935 |
| 2025-08-15 | 177.17 | 60,288,736 |
| 2025-08-22 | 158.74 | 102,099,200 |
| 2025-08-29 | 156.71 | 45,270,502 |
| 2025-09-05 | 153.11 | 81,855,900 |
| 2025-09-12 | 171.43 | 54,498,535 |
| 2025-09-19 | 182.39 | 109,129,929 |
| 2025-09-26 | 177.57 | 44,275,800 |
| 2025-10-03 | 173.07 | 105,533,447 |
| 2025-10-10 | 175.44 | 55,194,034 |
| 2025-10-17 | 178.15 | 43,421,500 |
| 2025-10-24 | 184.63 | 34,813,500 |
| 2025-10-31 | 200.47 | 52,697,644 |
| 2025-11-07 | 177.93 | 73,989,700 |
| 2025-11-14 | 174.01 | 62,596,800 |
| 2025-11-21 | 154.85 | 71,346,400 |
| 2025-11-28 | 168.45 | 17,199,500 |
| 2025-12-05 | 181.76 | 32,079,300 |
| 2025-12-12 | 183.57 | 42,427,400 |
| 2025-12-19 | 193.38 | 76,929,400 |
| 2025-12-26 | 188.71 | 26,262,000 |
| 2026-01-02 | 167.86 | 60,634,100 |
| 2026-01-09 | 177.49 | 31,362,900 |
| 2026-01-16 | 170.96 | 59,483,601 |
| 2026-01-23 | 169.60 | 30,285,700 |
| 2026-01-30 | 146.59 | 47,271,042 |
| 2026-02-06 | 135.90 | 62,661,425 |
| 2026-02-13 | 131.41 | 49,438,100 |
| 2026-02-20 | 135.24 | 53,726,811 |
| 2026-02-27 | 137.19 | 59,412,400 |
| 2026-03-06 | 157.16 | 74,980,900 |
| 2026-03-13 | 150.95 | 42,460,600 |
| 2026-03-20 | 150.68 | 48,700,200 |
| 2026-03-27 | 143.06 | 35,790,820 |

Data available in: `PLTR_price_history_2025-03-01_2026-03-28_1week_4ed82c.csv` (row key column: date)
